,서비스구분,서비스ID,대분류명,소분류명,서비스상태,서비스명,결제방법,장소명,서비스대상,바로가기URL,장소X좌표,장소Y좌표,서비스개시시작일시,서비스개시종료일시,접수시작일시,접수종료일시,지역명,이미지경로,전화번호,서비스이용 시작시간,서비스이용 종료시간,취소기간 기준정보,취소기간 기준일까지,종료일자,종료시간
175,자체,S250319132026877412,문화체험,교육체험,예약마감,[4월 석촌호수 아뜰리에 교육 프로그램] 발란스 요가,무료,석촌호수 아뜰리에,성인(20세 이상),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319132026877412,127.0980234,37.50678443,2025-04-08 0:00:00,20250429 00:00:00.0,2025-03-21 11:00:00,2025-04-29 9:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17423583022218GMXPNFN6EHBOPRPDWXTYCLQV,02-2147-3246,10:00,11:00,이용일,1,20250429,0:00:00
176,자체,S250319132731103553,문화체험,교육체험,예약마감,[4월 석촌호수 아뜰리에 교육 프로그램] 필라테스,무료,석촌호수 아뜰리에,성인(20세 이상),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319132731103553,127.0980234,37.50678443,2025-04-08 0:00:00,20250429 00:00:00.0,2025-03-21 11:00:00,2025-04-29 9:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742358507628OOLSPPAV9TCIUBD8IF0VRD4VX,02-2147-3246,12:00,13:00,이용일,1,20250429,0:00:00
177,자체,S250319133813995130,문화체험,교육체험,예약마감,[4월 석촌호수 아뜰리에 교육프로그램] 클래식 성악,무료,석촌호수 아뜰리에," 성인, 청소년",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319133813995130,127.0980234,37.50678443,2025-04-08 0:00:00,20250429 00:00:00.0,2025-03-21 11:00:00,2025-04-29 9:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742359149914TF18P8BF7EPXP9XPJMOJLCJ0D,02-2147-3246,14:00,15:00,접수종료일,1,20250429,0:00:00
178,자체,S250321093637901777,문화체험,공원탐방,접수중,"(토,일)꿈의숲 봄나들이",무료,북서울꿈의숲,가족,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321093637901777,127.04434,37.62026,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 11:01:00,강북구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742517964705ZA3GQK4RPP2MIREKFNENENY5Z,02-2289-4052,10:00,15:00,이용일,3,20250430,0:00:00
179,자체,S250319140232380148,문화체험,교육체험,예약마감,[4월 석촌호수 아뜰리에 교육 프로그램] 통기타,무료,석촌호수 아뜰리에," 성인, 청소년",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319140232380148,127.0980234,37.50678443,2025-04-09 0:00:00,20250430 00:00:00.0,2025-03-21 11:00:00,2025-04-30 9:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742360591952A0WQSDKS1CLM1V63RJP0N3HC2,02-2147-3246,15:50,16:50,이용일,1,20250430,0:00:00
180,자체,S250319142934679166,문화체험,교육체험,예약마감,[4월 석촌호수 아뜰리에 교육 프로그램] 판소리,무료,석촌호수 아뜰리에,제한없음(청소년 이상),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319142934679166,127.0980234,37.50678443,2025-04-08 0:00:00,20250429 00:00:00.0,2025-03-21 11:00:00,2025-04-29 9:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742362244536XYCEFN4O9VIW1YHTAAHFLC7CL,02-2147-3246,15:50,16:50,이용일,1,20250429,0:00:00
181,자체,S250319143530943101,문화체험,교육체험,예약마감,[4월 석촌호수 아뜰리에 교육 프로그램] 소울댄스,무료,석촌호수 아뜰리에," 성인, 청소년",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319143530943101,127.0980234,37.50678443,2025-04-09 0:00:00,20250430 00:00:00.0,2025-03-21 11:00:00,2025-04-30 9:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742362579731XRQH9Q7HYHRA7K63R3A3N8P34,02-2147-3246,17:00,18:00,이용일,1,20250430,0:00:00
182,자체,S250319151123680388,문화체험,교육체험,예약마감,[4월 석촌호수 아뜰리에 교육 프로그램] 한국무용,무료,석촌호수 아뜰리에,성인((만 19세 이상)),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319151123680388,127.0980234,37.50678443,2025-04-09 0:00:00,20250430 00:00:00.0,2025-03-21 11:00:00,2025-04-30 9:00:00,송파구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742364725898C1S0AQBG68VP144WA8JUBAEQL,02-2147-3246,12:00,13:00,이용일,1,20250430,0:00:00
183,자체,S250326141628983120,문화체험,산림여가,접수중,"금천구 숲해설 프로그램 (수,목,일)",무료,금천녹색광장,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326141628983120,126.91122,37.4469,2025-04-07 0:00:00,20251130 00:00:00.0,2025-04-01 0:00:00,2025-11-28 0:01:00,금천구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174296803322898ZPSQ55JPYWEBS2CEO200HQC,02-2627-1667,10:00,12:00,이용일,2,20251130,0:00:00
184,자체,S250220152441381029,문화체험,교육체험,접수중,2025 곰두리 동물교실 (장애학급 단체),무료,서울동물원,장애인(초등학교 특수학급),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220152441381029,127.0162848,37.42847956,2025-03-03 0:00:00,20251027 00:00:00.0,2025-03-05 14:00:00,2025-10-27 0:00:00,과천시,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740033404150EATCQQYDF060R6QJJJNIE0131,"02-500-7177, 7782",10:00,14:30,이용일,5,20251027,0:00:00
185,자체,S250224134709315953,문화체험,교육체험,접수중,2025 서울동물원 동물사랑! 유치원(19년~21년생),무료,서울동물원,유아(5~7세),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224134709315953,127.0162848,37.42847956,2025-03-03 0:00:00,20251107 00:00:00.0,2025-03-05 14:00:00,2025-10-31 18:00:00,과천시,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17403732131317WGCR8JNWLUXTWBWRFRHTVBHN,02-500-7177,10:00,14:30,이용일,1,20251107,0:00:00
186,자체,S250319143555571898,문화체험,공원탐방,접수중,토) 호시탐탐 남산탐험,무료,한남공원이용지원센터,초등학생(동반가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319143555571898,126.9971,37.54148,2025-04-12 0:00:00,20250426 00:00:00.0,2025-03-20 14:00:00,2025-04-24 9:00:00,용산구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742363277256UPLU0WY3ZY5TD377NWKP5THYK,02-3783-5995,14:00,15:30,이용일,2,20250426,0:00:00
187,자체,S250320092045413042,문화체험,공원탐방,예약마감,(정원문화 특별) 우리가족 정원일기,무료,한남공원이용지원센터,초등학생(초등이상 가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320092045413042,126.9971,37.54148,2025-04-06 0:00:00,20250427 00:00:00.0,2025-03-20 14:00:00,2025-04-24 9:00:00,용산구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742431875390Q9MCTH53CWCHYTNJEUODT06WK,02-3783-5995,14:00,15:30,이용일,2,20250427,0:00:00
189,자체,S250224142247771348,문화체험,교육체험,접수중,"2025 서울동물원 꼬마동물교실(22년, 23년생 영아반)",무료,서울동물원,유아(3~4세),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224142247771348,127.0162848,37.42847956,2025-03-03 0:00:00,20251107 00:00:00.0,2025-03-05 14:00:00,2025-10-31 18:00:00,과천시,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740374747967FCKUINFLFPTDTD6HD6HZ5TWFM,02-500-7177,10:00,14:00,이용일,1,20251107,0:00:00
190,자체,S240227131737766783,문화체험,교육체험,접수중,2025 「띵똥! 서울동물원 교육꾸러미」 비대면 교육(대상: 초등학교 특수학급),무료,서울동물원 동물교실," 장애인, 초등학생",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240227131737766783,127.01407,37.43643,2025-03-05 0:00:00,20251030 00:00:00.0,2025-03-05 14:00:00,2025-10-30 0:00:00,과천시,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174107055065303K4U9KT1A7E1W105V9X9OV89,02-500-7782,0:00,0:00,이용일,3,20251030,0:00:00
191,자체,S250218105451360183,문화체험,교육체험,접수중,2025 「학교에서 만나는 동물원」 비대면 교육(대상: 초등학교 특수학급),무료,서울동물원 동물교실," 장애인, 초등학생",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250218105451360183,127.01407,37.43643,2025-03-03 0:00:00,20251031 00:00:00.0,2025-03-05 14:00:00,2025-10-31 0:00:00,과천시,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174168449536789EZ9F39AFLOIVMHVQ9R62RIG,02-500-7782,0:00,0:00,이용일,3,20251031,0:00:00
192,자체,S250326105841433691,문화체험,산림여가,접수중,"[관악구] 3월-4월, 목-금, 13:30, 숲길등산지도-작은 걸음, 깊은 쉼, 무장애숲길 트레킹",무료,관악산 모험숲,제한없음(70세이하),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326105841433691,126.9480467,37.46216656,2025-03-28 0:00:00,20250425 00:00:00.0,2025-03-26 14:00:00,2025-04-24 17:00:00,관악구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742954320926O5EXYWB3WMJ1PNBIE2SRCSKN3,,13:30,15:30,이용일,3,20250425,0:00:00
193,자체,S250326110615110177,문화체험,산림여가,접수중,"[관악구] 3월-4월, 토-일, 10시, 14시, 숲길등산지도- 하하숲길 작은 등산 교실(가족, 청년, 성인)",무료,관악산 모험숲,제한없음(70세이하),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326110615110177,126.9480467,37.46216656,2025-04-05 0:00:00,20250420 00:00:00.0,2025-03-26 14:00:00,2025-04-19 14:01:00,관악구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742955743623L7EWX70UQ5B16Q1GMI6HE0JRW,,10:00,16:00,이용일,3,20250420,0:00:00
194,자체,S250326112831729922,문화체험,산림여가,접수중,"[관악구] 3월-4월, 토-일, 10시~15시, 숲길등산지도- 관악산, 시간을 걷다.",무료,관악산 모험숲,제한없음(70세이하),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250326112831729922,126.9480467,37.46216656,2025-03-29 0:00:00,20250427 00:00:00.0,2025-03-26 14:00:00,2025-04-26 17:00:00,관악구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742956386944OS5NC0XHN1P52HEI8JWAE5R4T,,10:00,15:00,이용일,3,20250427,0:00:00
199,자체,S250318132339613396,문화체험,공원탐방,접수중,푸른수목원 4월 숲해설 '걸어서 수목원속으로',유료,푸른수목원," 가족(만3세 이상 유아 동반 ), 성인",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318132339613396,126.8253547,37.48416172,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-28 17:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17422718194764DBFHNM68IY5CT2VG170ONR2Y,02-2686-6255,10:00,15:30,이용일,2,20250430,0:00:00
200,자체,S250404163050630912,문화체험,공원탐방,접수중,"정원탐험 '봄빛정원, 구근식물의 초대'",무료,푸른수목원,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404163050630912,126.8253547,37.48416172,2025-04-08 0:00:00,20250502 00:00:00.0,2025-04-08 10:00:00,2025-04-30 17:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17437532183679NZTSIA5SNLGY5XSYUNAKPP4Z,02-2686-6255,14:00,14:40,이용일,2,20250502,0:00:00
201,자체,S250304111304942904,문화체험,교육체험,접수중,[G밸리산업박물관] 상반기 가족(초등 3~6학년) 대상 교육 <마이리틀 텔레비전> (토 오후),무료,G밸리산업박물관,가족(초등학생 4~6학년을 포함 ),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250304111304942904,126.895208,37.48016945,2025-03-29 0:00:00,20250628 00:00:00.0,2025-03-04 15:00:00,2025-06-25 18:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741054567513KKJ69DZOQEWJXO2E9IO6SNEFT,02-6734-6919,13:30,15:00,이용일,3,20250628,0:00:00
202,자체,S250304112323074315,문화체험,교육체험,접수중,[G밸리산업박물관] 상반기 가족(초등 1~6학년) 대상 교육 <선생님과 함께 하는 요리조리 바느질 놀이> (토 오전),무료,G밸리산업박물관,가족(초등학생 이상 ),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250304112323074315,126.895208,37.48016945,2025-03-29 0:00:00,20250628 00:00:00.0,2025-03-04 15:00:00,2025-06-25 18:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741055295412QUVPZWEQLE5YEYR0P5OJNGRNT,02-6734-6910,10:30,12:00,이용일,3,20250628,0:00:00
203,자체,S221229095405951078,문화체험,전시/관람,접수중,수도박물관 전시 해설 예약,무료,수도박물관,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221229095405951078,127.04228,37.53982,2024-01-02 0:00:00,20251231 00:00:00.0,2023-12-30 0:01:00,2025-12-30 18:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1672275530438LS27V13MJ205L29NKPRONXZUH,02-3146-5921,9:00,18:00,이용일,1,20251231,0:00:00
204,자체,S250204171320632471,문화체험,전시/관람,접수중,[3~6월 주말] 김근태기념도서관 라키비움 해설(도슨트) 프로그램,무료,김근태기념도서관,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250204171320632471,127.04402,37.68767,2025-03-08 0:00:00,20250608 00:00:00.0,2025-02-21 9:00:00,2025-06-07 18:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1738656844198VMUBG2C29Z0PRN612OYLOPBI9,,14:00,16:00,이용기간시작일,3,20250608,0:00:00
205,자체,S250406161805202261,문화체험,문화행사,접수중,갸우뚱 인형극 『기린말이 뭐예요?』,무료,김근태기념도서관,어린이,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250406161805202261,127.04402,37.68767,2025-04-15 0:00:00,20250418 00:00:00.0,2025-04-06 9:00:00,2025-04-18 16:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743923885049PNVJCW4O0U11I9S3YZ2K9RCMI,,0:00,0:00,접수종료일,1,20250418,0:00:00
206,자체,S250322144546091307,문화체험,교육체험,예약마감,"[선유도공원] 선유도 생태섬 숲놀이(목/유아어린이단체,4월 새 생명의 탄생)",무료,선유도공원," 어린이, 유아",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322144546091307,126.902,37.54241,2025-03-22 0:00:00,20250417 00:00:00.0,2025-03-25 10:00:00,2025-04-16 17:00:00,영등포구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742624224337KEMWWCBMI5PEH6I5JAB3JXT88,02-300-5588,10:00,11:30,이용일,1,20250417,0:00:00
207,자체,S250324165718288151,문화체험,교육체험,접수중,[선유도공원] 선유도생태섬이야기(수) (4월),무료,선유도공원,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324165718288151,126.902,37.54241,2025-04-02 0:00:00,20250430 00:00:00.0,2025-03-25 10:00:00,2025-04-29 17:00:00,영등포구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742804172441Y4IBFU4F4V6270X2GB523E683,"02-2181-1177, 02-300-5574",14:00,15:30,이용일,1,20250430,0:00:00
208,자체,S220406130953826120,문화체험,전시/관람,접수중,서울물재생체험관 단체관람 예약,무료,서울물재생체험관,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S220406130953826120,126.8207783,37.57776834,2024-12-01 0:00:00,20250531 00:00:00.0,2024-12-01 0:00:00,2025-05-31 0:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1656305003220WS50SHO7DL0HU2KYQK7TV5UEL,02-3660-2148,10:00,17:00,이용일,1,20250531,0:00:00
209,자체,S220414110832633810,문화체험,전시/관람,접수중,서울물재생체험관 개인 관람 예약,무료,서울물재생체험관,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S220414110832633810,126.8207783,37.57776834,2024-01-01 0:00:00,20250504 00:00:00.0,2024-01-01 0:00:00,2025-05-04 0:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=16563049322031DNH02RHUZE30MXUUU4J3TDJ0,02-3660-2148,10:00,17:00,이용일,1,20250504,0:00:00
210,자체,S220624150418366520,문화체험,전시/관람,접수중,체험관+현대화시설 견학 예약(단체 한정),무료,서울물재생체험관," 성인, 청소년, 초등학생(초등 5학년 이상)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S220624150418366520,126.8207783,37.57776834,2022-07-08 0:00:00,20250627 00:00:00.0,2022-06-27 10:00:00,2025-06-26 16:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1715670718933BKG9EPZA4RSLRTWX8ZDUCG8ZS,02-3660-2107,14:00,16:00,이용일,3,20250627,0:00:00
211,자체,S250228105009427374,문화체험,교육체험,접수중,"[초등단체] 하수야 하수야, 어디에서 왔니?(수, 목)",무료,서울물재생체험관,초등학생(3~6학년 1학급(최대 30명)),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250228105009427374,126.8207783,37.57776834,2025-04-17 0:00:00,20251030 00:00:00.0,2025-03-10 10:00:00,2025-10-28 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742279233363SURYD36YYJG7L7CZBIMQL47VO,02-3660-2107,10:00,11:30,이용일,7,20251030,0:00:00
212,자체,S250318133909206053,문화체험,교육체험,접수중,[서울퓨처랩] 4월 | 미션체험_13시,무료,서울퓨처랩 체험관," 청소년(중,고등학생), 초등학생(2018년생~2013년생)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318133909206053,126.8268547,37.5660332,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-25 14:00:00,2025-04-29 15:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742272775063GW8U9V5UBJ8F5CZUH15AMT6S8,02-2063-3461,13:00,13:50,이용일,1,20250430,0:00:00
213,자체,S250328091622071035,문화체험,교육체험,예약마감,[토] '통통 물 이야기!' (상반기/4월),무료,서울물재생체험관,가족(유아(2019~2021년생) 동반 가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328091622071035,126.8207783,37.57776834,2025-04-05 0:00:00,20250426 00:00:00.0,2025-04-02 10:00:00,2025-04-25 17:00:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17431211076137085UR5Q80LIPM7RVBN33BP4D,02-3660-2107,13:00,16:30,이용일,1,20250426,0:00:00
214,자체,S250318090404614004,문화체험,문화행사,예약마감,(금) 2025 4월 서울한양도성 달빛기행 (낙산구간 야간해설프로그램),무료,흥인지문공원,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318090404614004,127.00862,37.57293,2025-03-31 0:00:00,20250430 00:00:00.0,2025-03-31 10:00:00,2025-04-23 0:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742256356386DC84MYWOS06EP9221JCF4N9T0,02-2148-1865,0:00,0:00,이용일,2,20250430,0:00:00
