,服务分类,服务ID,大分类名称,小分类名称,服务状态,服务名称,支付方式,场所名称,服务对象,快捷链接URL,场所X坐标,场所Y坐标,服务开始起始日期时间,服务开始结束日期时间,接收开始日期时间,接收结束日期时间,区域名称,图片路径,电话号码,服务使用开始时间,服务使用结束时间,取消期限基准信息,取消期限截止日期,结束日期,结束时间
222,本身,S250324101854390069,文化体验,教育体验,预约截止,[世界杯公园] 周六森林之旅 - 与春花一起的世界杯公园游玩,免费,西部公园休闲中心,家庭（任何人均可）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324101854390069,126.89845,37.56361,2025-04-05 0:00:00,20250426 00:00:00.0,2025-03-25 10:00:00,2025-04-25 17:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742779412125STJMCUIOCZQ9KPMDFKCARZ5CV,02-300-5530,10:30,16:00,李龙日,1,20250426,0:00:00
223,本身,S250324161626904391,文化体验,教育体验,正在接收,[世界杯公园] 4月生态修复工作坊 - 不用一次性用品，使用多次性！,有偿,西部公园休闲中心,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324161626904391,126.89845,37.56361,2025-04-08 0:00:00,20250422 00:00:00.0,2025-03-25 10:00:00,2025-04-21 17:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742800916827G5CXJUZAZYZ55Y2PK50A57GJY,02-300-5619,10:00,11:30,李龙日,1,20250422,0:00:00
224,本身,S250321093010479114,文化体验,公园探访,正在接收,[周六] 树林中森林，我们家庭的梦想森林,免费,北首尔梦想森林,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321093010479114,127.04434,37.62026,2025-03-21 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,江北区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742517205645FAQXJBWZJNZRIJ7ZS44Y2WSBP,02-2289-4052,10:00,15:30,李龙日,3,20250430,0:00:00
225,本身,S250322161215687316,文化体验,山林休闲,正在接收,**[世界杯公园] 世界杯寻找自我的森林之旅（工作日/周末，成人，免费森林治愈项目）- 海报内QR报名,免费,西部公园休闲中心>世界杯公园,成人（55岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322161215687316,126.8984363,37.56352625,2025-03-25 0:00:00,20251031 00:00:00.0,2025-03-27 10:00:00,2025-09-30 17:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174286787397739I4F8JH79X6KYI985I0XDY1C,02-300-5588,10:00,13:00,受理终止日,1,20251031,0:00:00
226,本身,S250324160459764571,文化体验,教育体验,正在接收,[世界杯公园] 4月有趣的公园生活 - 再见了！PM2.5，和树木做朋友！,免费,西部公园休闲中心>世界杯公园,小学生（低年级1~3年级）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324160459764571,126.8984363,37.56352625,2025-04-03 0:00:00,20250424 00:00:00.0,2025-03-25 10:00:00,2025-04-24 17:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742800227002JAKESF89W244GHE1ORDUHFT80,02-300-5619,10:00,11:00,李龙日,2,20250424,0:00:00
227,本身,S250322105716508334,文化体验,展览/参观,正在接收,Dilkusha展览解说预约（4月）,免费,迪尔库沙,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322105716508334,126.96349,37.57305,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-22 14:00:00,2025-04-28 18:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742609059013B0Y8HN3CL1DR5EYN9370I49HC,,10:00,17:10,李龙日,1,20250430,0:00:00
228,本身,S250324100909087197,文化体验,教育体验,预约截止,[世界杯公园] 好奇心旺盛的生态游戏 - 和蒲公英一起玩,免费,西部公园休闲中心>世界杯公园>和平公园长胜堂,幼儿（6岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324100909087197,126.8976417,37.56333146,2025-04-10 0:00:00,20250424 00:00:00.0,2025-03-25 10:00:00,2025-04-23 17:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17427788014314KYRP9Z753I6PGIUC7WAUW8YS,02-300-5530,10:30,11:30,李龙日,1,20250424,0:00:00
229,本身,S250324102830469804,文化体验,教育体验,正在接收,[世界杯公园] 公园的记忆之旅 - 南池岛历史认知,免费,西部公园休闲中心>世界杯公园>世界杯公园蚕体验馆>西部公园休闲中心>难池博物馆,无限制（机构（团体）1队）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324102830469804,126.89845,37.56361,2025-04-01 0:00:00,20250429 00:00:00.0,2025-03-25 10:00:00,2025-04-28 17:00:00,麻浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742779797908V58CSZ1YD16GOHHV5E0LM34RC,"02-300-5530, 5575",10:00,11:30,李龙日,1,20250429,0:00:00
230,本身,S240312112121520515,文化体验,教育体验,指南中,2025年杨斋川慢行之旅,免费,杨才川天天徒步旅游集结地,儿童（5岁以上），青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240312112121520515,127.0375204,37.47327838,2025-05-01 0:00:00,20251031 00:00:00.0,2025-04-20 9:00:00,2025-10-30 23:59:00,瑞草区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743643143016WRVVV80IDV5GNDT8VRAZW3F04,02-2155-7169,10:00,16:00,李龙日,1,20251031,0:00:00
231,本身,S240826151743461155,文化体验,教育体验,指南中,2025年杨斋川夜间慢行之旅,免费,杨才川天天徒步旅游集结地,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240826151743461155,127.0375204,37.47327838,2025-05-01 0:00:00,20250531 00:00:00.0,2025-04-20 9:00:00,2025-05-30 23:59:00,瑞草区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1724974321461E1SAMNSGJMBLOL1YC0ANQRROH,02-2155-7169,19:00,21:00,李龙日,1,20250531,0:00:00
232,本身,S241207155348678457,文化体验,教育体验,预约截止,[诺元园艺支持中心 - 伴侣植物学校] 4月 '社会弱势群体园艺',有偿,萝卜园园艺支持中心,残疾人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241207155348678457,127.08102,37.65549,2025-04-09 0:00:00,20250409 00:00:00.0,2025-03-10 10:00:00,2025-04-09 14:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17335545422367NNORY3VDFHSP1NR2W3LMMELC,02-2116-0566,14:00,15:00,李龙日,1,20250409,0:00:00
233,本身,S250107151642951381,文化体验,教育体验,预约截止,[诺元园艺支持中心 - 伴侣植物学校] 4月 '一日植物': 春花种植,有偿,萝卜园园艺支持中心,成人（18岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250107151642951381,127.08102,37.65549,2025-04-02 0:00:00,20250412 00:00:00.0,2025-03-10 10:00:00,2025-04-12 10:30:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1736231035627U4VYKY3OA1L5YK5LVIXPEA9XG,02-2116-0566,10:30,11:30,李龙日,1,20250412,0:00:00
234,本身,S240122144020674558,文化体验,教育体验,正在接收,[北村传统工艺体验馆] 北村传统工艺体验项目,收费（咨询费用）,北村传统工艺体验馆,无限制（小学生以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240122144020674558,126.98602,37.58253,2024-05-24 0:00:00,20250430 00:00:00.0,2024-05-24 9:01:00,2025-04-30 0:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1705911066613KBOJ43MF58QPHIRQLVT1KW4ZY,02-741-2148,11:00,15:00,李龙日,3,20250430,0:00:00
235,本身,S250301113336450498,文化体验,教育体验,终止接收,[诺元园艺支持中心 - 伴侣植物学校] 4月 '我也是园丁',有偿,萝卜园园艺支持中心,成人（18岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250301113336450498,127.08102,37.65549,2025-04-03 0:00:00,20250403 00:00:00.0,2025-03-10 10:00:00,2025-04-03 12:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740796623339NOZSCIDJL67RCUUEJ28NRWLO6,02-2116-0566,10:30,11:30,李龙日,1,20250403,0:00:00
236,本身,S250301130759294653,文化体验,教育体验,预约截止,[诺元园艺支持中心 - 伴侣植物学校] 4月 '一日植物': 迷你垂直花园,有偿,萝卜园园艺支持中心,成人（18岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250301130759294653,127.08102,37.65549,2025-04-16 0:00:00,20250426 00:00:00.0,2025-03-10 10:00:00,2025-04-26 10:30:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740802166845RNA6AEBFXJ5V0KW79ZVOBI6OE,02-2116-0566,10:30,11:30,李龙日,1,20250426,0:00:00
237,本身,S250406124936042615,文化体验,教育体验,指南中,[诺元园艺支持中心 - 伴侣植物学校] 5月 '我也是园丁',有偿,萝卜园园艺支持中心,成人（18岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250406124936042615,127.08102,37.65549,2025-05-01 0:00:00,20250522 00:00:00.0,2025-04-10 10:00:00,2025-04-30 23:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17439115887413DRDAJD2TY6CQ925U6OGXZGA9,02-2116-0566,10:30,11:30,李龙日,1,20250522,0:00:00
238,本身,S250406130212960229,文化体验,教育体验,指南中,[诺元园艺支持中心 - 伴侣植物学校] 5月 '一日植物': 制作迷斯特蓝色花环,有偿,萝卜园园艺支持中心,成人（18岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250406130212960229,127.08102,37.65549,2025-05-07 0:00:00,20250517 00:00:00.0,2025-04-10 10:00:00,2025-05-17 23:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743912259547DPYTZLKH0Z57ROLO7IVLE08K3,02-2116-0566,10:30,11:30,李龙日,1,20250517,0:00:00
239,本身,S250406131417067618,文化体验,教育体验,指南中,[诺元园艺支持中心 - 伴侣植物学校] 5月 '一日植物': 制作香草花园,有偿,萝卜园园艺支持中心,成人（18岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250406131417067618,127.08102,37.65549,2025-05-21 0:00:00,20250531 00:00:00.0,2025-04-10 10:00:00,2025-05-31 23:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743912930274EYI2IGNVPLPNCUJSDBQTYQF3T,02-2116-0566,10:30,11:30,李龙日,1,20250531,0:00:00
240,本身,S250406131943402627,文化体验,教育体验,指南中,[诺元园艺支持中心 - 伴侣植物学校] 5月 '社会弱势群体园艺',有偿,萝卜园园艺支持中心,残疾人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250406131943402627,127.08102,37.65549,2025-05-14 0:00:00,20250528 00:00:00.0,2025-04-10 10:00:00,2025-05-28 23:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743913258726K77LQJNUPYP9XYZXYADURUBLH,02-2116-0566,14:00,15:00,李龙日,1,20250528,0:00:00
242,本身,S250320092123496388,文化体验,展览/参观,正在接收,金川顺伊之家 [九老工业园区劳动者生活体验馆] 旧式糖果与丑陋玩偶和积木制作体验（4月）,收费（咨询费用）,金川顺子的家[九老工厂工人生活体验馆],无限制（学前儿童必需有监护人陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320092123496388,126.88363,37.48284,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-21 13:00:00,2025-04-30 9:00:00,衿川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17424301640165MN7NJY9ECG2OQQTNK356UHIR,02-2627-2379,10:00,11:00,李龙日,0,20250430,0:00:00
243,本身,S250320092648128916,文化体验,展览/参观,正在接收,金川顺伊之家 [九老工业园区劳动者生活体验馆] 展览解说（4月）,免费,金川顺子的家[九老工厂工人生活体验馆],无限制（学前儿童必需有监护人陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320092648128916,126.88363,37.48284,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-21 13:00:00,2025-04-30 12:00:00,衿川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742430496888WFS58VS6K6B1HBORCE7ZD1BD4,02-2627-2379,13:00,13:30,李龙日,0,20250430,0:00:00
244,本身,S250320093055503120,文化体验,展览/参观,正在接收,金川顺伊之家 [九老工业园区劳动者生活体验馆] 咚咚！皮革钱包制作（4月）,收费（咨询费用）,金川顺子的家[九老工厂工人生活体验馆],无限制（学前儿童必需有监护人陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320093055503120,126.88363,37.48284,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-21 13:00:00,2025-04-30 14:00:00,衿川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17424307211130UOX88HPHA6835E8R4WP500JJ,02-2627-2379,15:00,16:00,李龙日,0,20250430,0:00:00
245,本身,S250320093822394800,文化体验,展览/参观,正在接收,金川顺伊之家 [九老工业园区劳动者生活体验馆] 顺伊的一天AR体验（4月）,免费,金川顺子的家[九老工厂工人生活体验馆],青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320093822394800,126.88363,37.48284,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-21 13:00:00,2025-04-30 13:00:00,衿川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742435023124CXJ3ADVAA96JVZ08IZVB3VL3U,02-2627-2379,10:00,15:00,李龙日,0,20250430,0:00:00
246,本身,S250401144053898420,文化体验,展览/参观,正在接收,[金川区] 金川顺伊之家步行历史之旅（免费家庭展览参观）,免费,金川顺子的家[九老工厂工人生活体验馆],无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401144053898420,126.88363,37.48284,2025-04-12 0:00:00,20250506 00:00:00.0,2025-04-01 14:30:00,2025-05-05 13:00:00,衿川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17434860741661X880B0FLHDGU19JZ1LJILQW5,02-830-8426,10:00,12:00,李龙日,1,20250506,0:00:00
247,本身,S250320144141673058,文化体验,教育体验,预约截止,[汝矣岛公园] 小虫小虫自然创作所（周末家庭，4月，寻找春天的痕迹）,免费,汝矣岛公园生态森林体验教室,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320144141673058,126.9188017,37.52318783,2025-04-20 0:00:00,20250427 00:00:00.0,2025-03-25 10:00:00,2025-04-26 17:00:00,永登浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742795417980L8DVA9WFC18OE0JO8C2VA33XI,02-300-5574,10:30,15:30,李龙日,1,20250427,0:00:00
248,本身,S250320095306536907,文化体验,教育体验,正在接收,钟路京宫坊散步'（与北村工艺匠人一起进行传统工艺体验）★付费体验★,收费（咨询费用）,北村传统工艺体验馆,无限制（小学生以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320095306536907,126.98602,37.58253,2025-04-26 0:00:00,20250524 00:00:00.0,2025-04-08 9:00:00,2025-05-22 18:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744009284801RB9V0F5KEOHPJIXZIIB9J28L4,02-2148-1863,0:00,0:00,李龙日,2,20250524,0:00:00
249,本身,S250403111224517144,文化体验,教育体验,预约截止,[周末家庭] 海滩太阳幼儿森林,免费,海赞솔幼儿森林体验馆,家庭（3岁以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403111224517144,127.092876,37.47039786,2025-04-03 0:00:00,20250430 00:00:00.0,2025-04-03 0:00:00,2025-04-30 0:00:00,江南区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17436470656136AC2KSS7KKQ731BNZNTCWKWH5,010-7385-6581/02-3423-6254,10:00,12:00,李龙日,1,20250430,0:00:00
250,本身,S250325163640448595,文化体验,公园探访,终止接收,生态儿童俱乐部（低年级）,免费,生态空间 延意,儿童,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250325163640448595,126.83421,37.51169,2025-04-09 0:00:00,20250409 00:00:00.0,2025-03-26 9:00:00,2025-04-09 0:00:00,阳川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742888252457RCCFYIA1TYWNWJB1Q9TEFJ969,02-2603-0203,14:00,15:30,李龙日,1,20250409,0:00:00
251,本身,S250325164056578622,文化体验,公园探访,正在接收,生态儿童俱乐部（高年级）,免费,生态空间 延意,儿童,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250325164056578622,126.83421,37.51169,2025-04-11 0:00:00,20250411 00:00:00.0,2025-03-26 9:00:00,2025-04-11 0:00:00,阳川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742888473591WN8ZVCNJORLNVQWV1YXY4P2AT,02-2603-0203,15:00,16:30,李龙日,1,20250411,0:00:00
252,本身,S250325165402020603,文化体验,公园探访,正在接收,在“渊”中遇见春天（周末渊生态家庭小学生家庭）,免费,生态空间 延意,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250325165402020603,126.83421,37.51169,2025-04-12 0:00:00,20250413 00:00:00.0,2025-04-01 9:00:00,2025-04-13 0:00:00,阳川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742889258787SJR2IQHBIHOLSVN28PT7OQE06,02-2603-0203,10:30,12:00,使用期间起始日,1,20250413,0:00:00
253,本身,S250325165733433263,文化体验,公园探访,预约截止,在“渊”中遇见春天（周末渊生态家庭幼儿家庭）,免费,生态空间 延意,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250325165733433263,126.83421,37.51169,2025-04-12 0:00:00,20250413 00:00:00.0,2025-04-01 9:00:00,2025-04-12 0:00:00,阳川区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742889473248CHUTY08JYGMHKFIAN64ANUTCC,02-2603-0203,14:00,15:30,使用期间起始日,1,20250413,0:00:00
254,本身,S250308150927882258,文化体验,教育体验,正在接收,[首尔未来实验室] 4月 | 工作日高尔夫,免费,首尔未来实验室体验馆,成人（可进行夜间体验/回合体验），幼儿（4岁以上可进行夜间体验/回合体验），青少年（中学生、高中生），小学生（2018年出生至2013年出生）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250308150927882258,126.8268547,37.5660332,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-25 14:00:00,2025-04-29 15:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742281868558Q24N6JN55V8JPMS3DQ3HKFHKL,02-2063-3461,10:00,17:20,李龙日,1,20250430,0:00:00
255,本身,S250318133432350199,文化体验,教育体验,正在接收,[首尔未来实验室] 4月 | 任务体验_11点,免费,首尔未来实验室体验馆,青少年（中学生、高中生），小学生（2018年出生至2013年出生）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318133432350199,126.8268547,37.5660332,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-25 14:00:00,2025-04-29 15:00:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742272512558JQ493C63OZHHCUP1O2M4QCXJ3,02-2063-3461,11:00,11:50,李龙日,1,20250430,0:00:00
