"키","명칭","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0354","Jaha art gallery","Seoul","Jongno-gu","Buam-dong","02-395-3222","","Y ","126.9603062000","37.5893771000"
"BE_IW10-0355","spur of a hill","Seoul","Jongno-gu","Buam-dong","02-391-4737","","Y ","126.9679756000","37.5954257000"
"BE_IW10-0356","Daehak-ro/ street of university","","","","","","Y ","",""
"BE_IW10-0357","whanki museum","","","","02-391-7701","","Y ","",""
"BE_IW10-0358","Unhyeongung Palace","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9871246000","37.5761263000"
"BE_IW10-0359","Gwanghwamun Gate art valley","","","","","","Y ","",""
"BE_IW10-0360","710 anotherman dinning cafe","Seoul","Jongno-gu","Buam-dong","02-395-5092","","Y ","126.9621349000","37.5939389000"
"BE_IW10-0361","pomok fabric","Seoul","Jongno-gu","Jongno5.6ga-dong","","","Y ","127.0089118000","37.5703924000"
"BE_IW10-0362","medical instruments, medicine","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9987995000","37.5705893000"
"BE_IW10-0363","home applicable electronics","Seoul","Jung-gu","Euljiro-dong","","","Y ","126.9953665000","37.5680551000"
"BE_IW10-0364","Jongmyo flower","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9975554000","37.5696294000"
"BE_IW10-0365","plaque, insignia","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9906000000","37.5691000000"
"BE_IW10-0366","antique","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9856180000","37.5745209000"
"BE_IW10-0367","accessories jewelry","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9973057000","37.5698077000"
"BE_IW10-0368","stationery toy","Seoul","Jongno-gu","Changsin1-dong","","","Y ","127.0144480000","37.5712335000"
"BE_IW10-0369","pet","Seoul","Jongno-gu","Changsin1-dong","","","Y ","127.0127015000","37.5705633000"
"BE_IW10-0370","instrumental","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9878024000","37.5725833000"
"BE_IW10-0371","shoes","Seoul","Jongno-gu","Changsin1-dong","","","Y ","127.0105251000","37.5702907000"
"BE_IW10-0372","food, machine","Seoul","Jung-gu","Euljiro-dong","","","Y ","127.0039676000","37.5688357000"
"BE_IW10-0373","bukchon Silence Sightseeing Campaign","","","","","","Y ","",""
"BE_IW10-0374","Sightseeing Information System","","","","","","Y ","",""
"BE_IW10-0375","Sightseeing Material Statistics","","","","","","Y ","",""
"BE_IW10-0376","Jongmyo","","","","02-765-0195","","Y ","",""
"BE_IW10-0377","Changgyeonggung Palace","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-762-4868","","Y ","",""
"BE_IW10-0378","Changdeokgung Palace","","","","02-762-8261","","Y ","",""
"BE_IW10-0379","bus","","","","","","Y ","",""
"BE_IW10-0380","taxi","","","","","","Y ","",""
"BE_IW10-0381","Unhyeongung Palace","","","","02-766-9090","","Y ","",""
"BE_IW10-0382","subway","","","","","","Y ","",""
"BE_IW10-0383","airport bus line","","","","","","Y ","",""
"BE_IW10-0384","travel information site","","","","","","Y ","",""
"BE_IW10-0385","Gyeongbokgung Palace","","","","02-3700-3900~1","","Y ","126.9769070000","37.5772746000"
"BE_IW10-0386","Changdeokgung Daejojen Painting of Phoenix ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0387","Changdeokgung Huijeongdang ChongSuckJungJulGyeongDo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0388","Changdeokgung Huijeongdang GeumGangSanManMulChoSeungGyeongDo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0389","Changdeokgung GyeongHungak SamSeonGwanPaDo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0390"," Changdeokgung Gyeonghungak Joilseongwando","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0391","Tabgol Park","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9883480000","37.5712060000"
"BE_IW10-0392","Seoul JiJangAm MokJoBiRoJaNaBulJwaSang","Seoul","Jongno-gu","Changsin2-dong","","","Y ","127.0087852000","37.5776552000"
"BE_IW10-0393","Seoul BuAmDong BaekSeokDongCheon","Seoul","Jongno-gu","Buam-dong","","","Y ","126.9663345000","37.6004294000"
"BE_IW10-0394","Cultural Assets, Cultural Heritage","","","","010-123-1234","","Y ","",""
"BE_IW10-0395","Jang An Dang","","","","","","Y ","",""
"BE_IW10-0396","Okhoru","","","","","","Y ","",""
"BE_IW10-0397","Mt.Baegak region","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9658620000","37.5848380000"
"BE_IW10-0398","a seated stone statue of Buddha","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9767743000","37.5866061000"
"BE_IW10-0399","Changdeokgung Daejojeon Baekhakdo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0400","Dongkwan king shrine","Seoul","Jongno-gu","Sungin2-dong","","","Y ","127.0183336000","37.5729800000"
"BE_IW10-0401","Anyangam Hermitage Ma-aeGwanEumBoSalJwaSang","Seoul","Jongno-gu","Changsin1-dong","","","Y ","127.0133571000","37.5754539000"
"BE_IW10-0402","Seoul Cheonggyecheon Stream remains [GwangTongGyoZi, SuPyoGyoZi, OganSumunJi]","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9859730000","37.5691073000"
"BE_IW10-0403","Cheonggye-river","","","","","","Y ","",""
"BE_IW10-0404","Gyeonghuigunggi","","","","","","Y ","",""
"BE_IW10-0405","Gyeongbokgung GeunJungJun","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9769632000","37.5806903000"
"BE_IW10-0406","Gyeongbokgung Gyunghoiru","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9769632000","37.5806903000"
"BE_IW10-0407","Gyeongbokgung Jagyeongjeon Sipjangsaeng Chimney","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9767743000","37.5866061000"
"BE_IW10-0408","Gyeongbokgung Punggidae","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9767743000","37.5866061000"
"BE_IW10-0409","Changgyeonggung Palace Grand Greenhouse","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9950431000","37.5805909000"
"BE_IW10-0410","Changgyeonggung Palace ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","http://cgg.cha.go.kr","Y ","126.9950431000","37.5805909000"
"BE_IW10-0411","Deoksugung Palace","Seoul","Jung-gu","Sogong-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0412","Donhwamun Gate","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0413","Changdeokgung Palace Dae Jo Jun","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0414","Unhyeongung Palace","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","http://www.unhyeongung.or.kr","Y ","126.9871246000","37.5761263000"
"BE_IW10-0415","Changdeokgung Palace Dae Jo Jun","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0416","Changdeokgung Huijeongdang","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0417","Changdeokgung Seonjeongjeon","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0418","Changdeokgung Injeongjeon","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0456","YMCA Center","","","","","","Y ","",""
